名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
宫慢摇吧演艺吧,体育休闲服务,娱乐场所,酒吧,桥和路315-1号附近,广东省,深圳市,宝安区,113.7818466,22.69154038
威吧酒吧(福永店),体育休闲服务,娱乐场所,酒吧,福永街道桥和路315号,广东省,深圳市,宝安区,113.7817675,22.69106039
陌音乐清吧,体育休闲服务,娱乐场所,酒吧,松福大道与桥和路交叉口西100米,广东省,深圳市,宝安区,113.7835811,22.69138467
聚海会所,体育休闲服务,娱乐场所,娱乐场所,福永镇和平村桥和路318号,广东省,深圳市,宝安区,113.7825671,22.6915393
K吧,体育休闲服务,娱乐场所,KTV,和秀西路20号1附近,广东省,深圳市,宝安区,113.7858245,22.69568263
燕福来休闲会所,体育休闲服务,娱乐场所,娱乐场所,福永和平福园一路高新建工业园16号(德金财富广场旁),广东省,深圳市,宝安区,113.7794199,22.6914244
金银耀商务会所,体育休闲服务,娱乐场所,娱乐场所,永和路87-2,广东省,深圳市,宝安区,113.7886214,22.69745814
马地奥酒会,体育休闲服务,娱乐场所,酒吧,福永街道桥头社区永福路97号,广东省,深圳市,宝安区,113.7959716,22.69115799
爱情海会所,体育休闲服务,娱乐场所,KTV,永和路76-2号附近,广东省,深圳市,宝安区,113.7876865,22.69607115
吉姆酒吧(深圳店),体育休闲服务,娱乐场所,酒吧,永福路97号格林小镇A018,广东省,深圳市,宝安区,113.7962192,22.69117539
K歌王子量贩式KTV音乐会所,体育休闲服务,娱乐场所,KTV,福永和平鸿桥国际广场斜对面(永佳福购物广场2楼),广东省,深圳市,宝安区,113.8012183,22.69191853
说歌量贩式KTV,体育休闲服务,娱乐场所,KTV,桥南路166号附近,广东省,深圳市,宝安区,113.8057215,22.69454772
悦海隆庭,体育休闲服务,娱乐场所,KTV,桥和路与桥荣路交叉口东50米,广东省,深圳市,宝安区,113.7990229,22.6915799
时光音乐酒吧(和沙路),体育休闲服务,娱乐场所,酒吧,和沙路与荔园路交叉口东北100米,广东省,深圳市,宝安区,113.7994314,22.70015544
音乐汇KTV(福永店),体育休闲服务,娱乐场所,KTV,福永街道福永桥头社区桥南新村12栋,广东省,深圳市,宝安区,113.8056535,22.69248411
帝爵国际俱乐部,体育休闲服务,娱乐场所,娱乐场所,宝安大道桥头村6295号鹏福大酒店,广东省,深圳市,宝安区,113.8052255,22.69101572
潮汇量贩式KTV(大洋田店),体育休闲服务,娱乐场所,KTV,福永街道新田社区大洋路凤城花园一期B-C单元二楼,广东省,深圳市,宝安区,113.8176857,22.69774588
梦之琴量贩式KTV,体育休闲服务,娱乐场所,KTV,凤塘大道新田大厦6楼,广东省,深圳市,宝安区,113.8242824,22.69856112
好歌声量贩式KTV(大洋路),体育休闲服务,娱乐场所,KTV,大洋路与万新一路交叉口西100米,广东省,深圳市,宝安区,113.8189842,22.69774132
梦之琴K歌沐足,体育休闲服务,娱乐场所,KTV,凤塘大道与福安路交叉口东50米,广东省,深圳市,宝安区,113.8239645,22.69886944
潮会KTV,体育休闲服务,娱乐场所,KTV,大洋路146号,广东省,深圳市,宝安区,113.8176185,22.69776175
光爵桌球棋牌,体育休闲服务,娱乐场所,娱乐场所,新田大道262号,广东省,深圳市,宝安区,113.8249123,22.69455732
星光汇KTV(福永店),体育休闲服务,娱乐场所,KTV,第四工业区金凤凰购物广场5层,广东省,深圳市,宝安区,113.8359456,22.698129
金福来量贩式KTV(新田店),体育休闲服务,娱乐场所,KTV|体育休闲服务,凤塘大道13号,广东省,深圳市,宝安区,113.8268765,22.69642256
德啤98,体育休闲服务,娱乐场所,酒吧,凤凰社区凤凰山大道107号,广东省,深圳市,宝安区,113.8340871,22.69133828
Depi98,体育休闲服务,娱乐场所,酒吧,凤凰山大道凰城商务酒店一楼文府茶餐厅下,广东省,深圳市,宝安区,113.834024,22.69138515
朋友圈KTV(福永店),体育休闲服务,娱乐场所,KTV,福永街道凤凰社区岑下路98号3层,广东省,深圳市,宝安区,113.8374544,22.70030219
NO19时尚慢摇吧,体育休闲服务,娱乐场所,迪厅,北环路与西山路交叉口东100米,广东省,深圳市,宝安区,113.9233624,22.69398197
上排吧,体育休闲服务,娱乐场所,酒吧,北环路296号附近,广东省,深圳市,宝安区,113.9313667,22.69138378
多彩扎啤酒城,体育休闲服务,娱乐场所,酒吧,北环路与园岭一巷交叉口东50米,广东省,深圳市,宝安区,113.9344805,22.69195069
百悦派对量贩式KTV,体育休闲服务,娱乐场所,KTV,石岩街道石龙社区工业一路与工业二路交汇处惠科时尚广场A栋南侧三、四楼,广东省,深圳市,宝安区,113.9647204,22.69793664
金凯进娱乐休闲,体育休闲服务,娱乐场所,娱乐场所,工业二路北50米,广东省,深圳市,宝安区,113.9671341,22.6980901
唛浪KTV(华宁路),体育休闲服务,娱乐场所,KTV,在世峰科技园(华宁路)附近,广东省,深圳市,龙华区,113.9792632,22.69301893
K高点KTV(大浪店),体育休闲服务,娱乐场所,KTV,浪宁路11号南国丽人大厦B栋3层,广东省,深圳市,龙华区,113.9814395,22.70003075
太葆丰贵足俱乐部商务KTV,体育休闲服务,娱乐场所,KTV,大浪街道华宁路16号(新百丽鞋厂斜对面),广东省,深圳市,龙华区,113.9841911,22.69297532
唛浪量贩式KTV,体育休闲服务,娱乐场所,KTV,华宁路北50米,广东省,深圳市,龙华区,113.9790158,22.69295967
贵族俱乐部KTV,体育休闲服务,娱乐场所,KTV,龙华大浪街道华宁路16号太葆丰酒店,广东省,深圳市,龙华区,113.9840784,22.69297066
世纪名流量贩式KTV,体育休闲服务,娱乐场所,KTV,大浪街道大浪服装基地浪静路蓝天购物广场,广东省,深圳市,龙华区,113.9851024,22.6996989
歌中歌,体育休闲服务,娱乐场所,KTV,彩田北越华路16号影儿大厦6楼,广东省,深圳市,龙华区,113.9833737,22.69966808
量版式KTV,体育休闲服务,娱乐场所,KTV,浪荣路9-10号附近,广东省,深圳市,龙华区,113.9883625,22.69466335
辉煌KTV,体育休闲服务,娱乐场所,KTV,龙华新区大浪街道大浪社区永乐路新围第三工业区综合楼4楼,广东省,深圳市,龙华区,113.9927133,22.69720852
天猴娱乐量贩式KTV,体育休闲服务,娱乐场所,KTV,华荣路522-10号,广东省,深圳市,龙华区,113.9869852,22.69175023
天猴娱乐城,体育休闲服务,娱乐场所,KTV,龙华新区大浪华荣路北11号,广东省,深圳市,龙华区,113.9868824,22.69205847
梦幻酒吧,体育休闲服务,娱乐场所,酒吧,大浪下岭排社区服务中心大船坑市场,广东省,深圳市,龙华区,113.9972163,22.69150325
吉它酒吧,体育休闲服务,娱乐场所,酒吧,福民路与茜坑路交叉口北100米,广东省,深圳市,龙华区,114.0245206,22.69164373
星梦俱乐部,体育休闲服务,娱乐场所,KTV,田背西村四巷10号附近,广东省,深圳市,龙华区,114.0324511,22.69694494
金尊娱乐会所,体育休闲服务,娱乐场所,KTV,观澜大道152号6栋(环观南路),广东省,深圳市,龙华区,114.0378913,22.69292794
莲·廊酒吧,体育休闲服务,娱乐场所,酒吧,观谰大道环观南路格兰云天国际酒店2楼,广东省,深圳市,龙华区,114.0380279,22.695444
老友记吧,体育休闲服务,娱乐场所,酒吧,观谰大道环观南路观澜·格兰云天国际酒店行政楼8楼,广东省,深圳市,龙华区,114.0380658,22.69551189
76吧,体育休闲服务,娱乐场所,酒吧,广场沿河路与沿河路交叉口东南150米,广东省,深圳市,龙华区,114.0424903,22.69755553
新地酒吧,体育休闲服务,娱乐场所,酒吧,大和工业区3号,广东省,深圳市,龙华区,114.0515009,22.69331471
盛世夜都娱乐会所,体育休闲服务,娱乐场所,夜总会,环观南路132号进贤大酒店2-4层,广东省,深圳市,龙华区,114.0472745,22.69227298
天使酒吧(环观南路),体育休闲服务,娱乐场所,酒吧,环观南路附近,广东省,深圳市,龙华区,114.0480843,22.69319616
聚星KTV,体育休闲服务,娱乐场所,KTV,环观南路凯美广场4楼,广东省,深圳市,龙华区,114.048335,22.69280777
木木桌游吧,体育休闲服务,娱乐场所,娱乐场所,环观南路懿花园C10栋L2A,广东省,深圳市,龙华区,114.0587641,22.69334759
鑫嘉华休闲会所,体育休闲服务,娱乐场所,娱乐场所,新田社区吉坑村观平家园2层,广东省,深圳市,龙华区,114.084415,22.69800488
世纪春都量贩式KTV,体育休闲服务,娱乐场所,KTV,辅城坳嘉城路83号宏润大厦五楼,广东省,深圳市,龙岗区,114.1034548,22.69251398
星夜酒吧(富盛路),体育休闲服务,娱乐场所,酒吧,辅城坳工业区富盛路128号(长润康乐城3楼),广东省,深圳市,龙岗区,114.1026278,22.69300351
彬彬酒水吧,体育休闲服务,娱乐场所,酒吧,工业大道67号附近,广东省,深圳市,龙岗区,114.1054352,22.69253594
天天娱乐室(岐龙一巷),体育休闲服务,娱乐场所,娱乐场所,岐龙一巷7-1号,广东省,深圳市,龙岗区,114.1018358,22.69369602
顺平KTV,体育休闲服务,娱乐场所,KTV,辅城坳工业区平龙西路75号,广东省,深圳市,龙岗区,114.108502,22.69755248
至尊名爵俱乐部,体育休闲服务,娱乐场所,娱乐场所,平湖街道平龙西路75号,广东省,深圳市,龙岗区,114.109174,22.69734897
爱尚音乐(平湖店),体育休闲服务,娱乐场所,KTV,平湖镇平龙西路100号七天连锁酒店3层,广东省,深圳市,龙岗区,114.1067525,22.69864413
金濠国际俱乐部,体育休闲服务,娱乐场所,KTV,平新大道262号3层,广东省,深圳市,龙岗区,114.1158588,22.69187468
南丫岛休闲都会,体育休闲服务,娱乐场所,娱乐场所,平龙东路55号,广东省,深圳市,龙岗区,114.1204436,22.69838664
周天俱乐部,体育休闲服务,娱乐场所,KTV,建设路23号顺康商业体3层,广东省,深圳市,龙岗区,114.1291523,22.69484412
午夜酒吧(裕和南街),体育休闲服务,娱乐场所,酒吧,建设路23号顺康商业体3层,广东省,深圳市,龙岗区,114.1291443,22.69485511
皇室会KTV,体育休闲服务,娱乐场所,KTV,平湖街道建设路荔枝园大厦禾欣酒店内,广东省,深圳市,龙岗区,114.1277724,22.69518221
禾欣酒店KTV,体育休闲服务,娱乐场所,KTV,建设路与新风南街交叉口西50米,广东省,深圳市,龙岗区,114.1280279,22.69506457
乐脚点酒吧,体育休闲服务,娱乐场所,酒吧,凤凰社区友城西路1号盈信大厦A5-A6号,广东省,深圳市,龙岗区,114.1296752,22.69921773
新歌KTV,体育休闲服务,娱乐场所,KTV,建新路38号3楼,广东省,深圳市,龙岗区,114.1286014,22.69130326
乐行者音乐吧,体育休闲服务,娱乐场所,KTV,平湖守珍街266号2楼,广东省,深圳市,龙岗区,114.1299437,22.69962599
盛世飞歌量贩式KTV(凤凰大道),体育休闲服务,娱乐场所,KTV,平湖镇凤凰大道凤凰商业广场四楼,广东省,深圳市,龙岗区,114.138348,22.69851667
拉威酒吧,体育休闲服务,娱乐场所,酒吧,平湖街道办凤凰大道大富源会所-楼,广东省,深圳市,龙岗区,114.1386659,22.69660265
RAVI live concert,体育休闲服务,娱乐场所,酒吧,凤凰大道237-239号,广东省,深圳市,龙岗区,114.138701,22.69669069
无人机俱乐部,体育休闲服务,娱乐场所,KTV,大运中心体育场副场培训基地,广东省,深圳市,龙岗区,114.2111836,22.6972899
大运印象饭店-清吧,体育休闲服务,娱乐场所,酒吧,黄阁路99号大运中心体育馆1号地下停车厂,广东省,深圳市,龙岗区,114.210938,22.699704
镖奇天下酒吧,体育休闲服务,娱乐场所,酒吧,余岭西路前进商业广场204号,广东省,深圳市,龙岗区,114.2208477,22.69664108
CL3Z咖啡馆,体育休闲服务,娱乐场所,酒吧|餐饮服务,大运龙飞大道颐安都会中央花园1期3栋138-139号,广东省,深圳市,龙岗区,114.2182728,22.69107509
新都汇休闲(爱联店),体育休闲服务,娱乐场所,娱乐场所,爱联深惠路172号,广东省,深圳市,龙岗区,114.2289632,22.69832466
追梦纯K(爱联店),体育休闲服务,娱乐场所,KTV,龙城街道爱联社区龙岗大道2001号昌盛百货4-5层,广东省,深圳市,龙岗区,114.2286577,22.69995206
9D虚拟现实馆,体育休闲服务,娱乐场所,娱乐场所,宝荷路81号尖莎咀购物中心F3,广东省,深圳市,龙岗区,114.2619034,22.69101991
夜宴纯K量贩式KTV,体育休闲服务,娱乐场所,KTV,南约社区商业街2层,广东省,深圳市,龙岗区,114.275153,22.69170532
唐会量贩式KTV,体育休闲服务,娱乐场所,KTV,南约社区炳坑村宏佰超市3楼,广东省,深圳市,龙岗区,114.2735069,22.69158709
星光老人之家(植物园路),体育休闲服务,娱乐场所,娱乐场所,植物园路2号附近,广东省,深圳市,龙岗区,114.2729498,22.69738921
畅想国度量贩式KTV(宝龙二店),体育休闲服务,娱乐场所,KTV,坪山新区南约联合工业区宝龙一路27号二楼(宝龙二店),广东省,深圳市,龙岗区,114.2817831,22.69673822
茉莉斯啤酒屋,体育休闲服务,娱乐场所,酒吧,南同大道21号附近,广东省,深圳市,龙岗区,114.2809337,22.69699824
畅想国度KTV(宝龙店),体育休闲服务,娱乐场所,KTV,坪山新区宝龙二路5号依兰酒店2层,广东省,深圳市,龙岗区,114.2852794,22.69146789
星歌坊量贩式KTV,体育休闲服务,娱乐场所,KTV,宝龙一路27-6附近,广东省,深圳市,龙岗区,114.2816882,22.69664737
寻梦酒吧,体育休闲服务,娱乐场所,酒吧,高科大道12号附近,广东省,深圳市,龙岗区,114.2968997,22.69674192
金光华鑫酒吧,体育休闲服务,娱乐场所,酒吧,东纵路与昌盛路交叉口西150米,广东省,深圳市,坪山区,114.3314792,22.69512063
鸿意酒吧,体育休闲服务,娱乐场所,酒吧,坪山新区三和广场六合城斜对面水一坊红木家具意发隆购物广场,广东省,深圳市,坪山区,114.3309937,22.69910854
星期8量贩式KTV(坪山店),体育休闲服务,娱乐场所,KTV,深汕路582号2层,广东省,深圳市,坪山区,114.3399627,22.69541287
欢唱派对主题KTV,体育休闲服务,娱乐场所,KTV,深汕路(坪山段)560号(国惠康天桥旁),广东省,深圳市,坪山区,114.3379986,22.69389382
追梦纯k氧吧量贩KTV,体育休闲服务,娱乐场所,KTV,东胜街79号民乐福购物广场4层,广东省,深圳市,坪山区,114.3440703,22.69164853
拾天影视,体育休闲服务,娱乐场所,娱乐场所,中兴西二巷与和平路交叉口南50米,广东省,深圳市,坪山区,114.3404293,22.691515
圳皇酒堡,体育休闲服务,娱乐场所,酒吧,坪山区石井社区石井市场综合楼3层(石井红绿灯),广东省,深圳市,坪山区,114.3742072,22.69132083
龙井酒吧,体育休闲服务,娱乐场所,酒吧,坪山新区金田路16-7号,广东省,深圳市,坪山区,114.3754755,22.69307325
圳皇酒吧,体育休闲服务,娱乐场所,酒吧,石井市场,广东省,深圳市,坪山区,114.3742462,22.69135679
百乐城氧吧量贩KTV(坪山店),体育休闲服务,娱乐场所,KTV,金田路247号万里红商场2层,广东省,深圳市,坪山区,114.3969015,22.69536772
洛脚点娱乐城,体育休闲服务,娱乐场所,夜总会,田头市场,广东省,深圳市,坪山区,114.3987293,22.69549573
歌吧,体育休闲服务,娱乐场所,KTV,福永街道和平村重庆路美佳盛百货(美佳盛店)2层,广东省,深圳市,宝安区,113.7789944,22.68619016
新概念量贩式KTV,体育休闲服务,娱乐场所,KTV,新和社区永和路25号英兰酒店二楼,广东省,深圳市,宝安区,113.7878988,22.68249275
星梦纯K,体育休闲服务,娱乐场所,KTV,百港城和平中心盛世华联4楼,广东省,深圳市,宝安区,113.7876307,22.69039447
蓝迪量贩KTV,体育休闲服务,娱乐场所,KTV,福永镇蚝业路威尔斯酒店4楼,广东省,深圳市,宝安区,113.79631,22.6830065
蓝迪量贩式KTV(蚝业路),体育休闲服务,娱乐场所,KTV,福永耗业路威尔斯酒店旁4楼,广东省,深圳市,宝安区,113.7960143,22.68300602
皇廷娱乐会所,体育休闲服务,娱乐场所,KTV,福海街道蚝业路威尔斯酒店11层,广东省,深圳市,宝安区,113.796332,22.68279759
零点娱乐城(蚝业路),体育休闲服务,娱乐场所,娱乐场所,富桥工业区2区蚝业路万家乐商场3层,广东省,深圳市,宝安区,113.7956374,22.68269749
西缇午夜酒吧KTV(福永店),体育休闲服务,娱乐场所,酒吧,福永街道桥头社区富桥第二工业区蚝业路2号三楼五号商铺,广东省,深圳市,宝安区,113.795044,22.68261056
麦霸音乐派对KTV,体育休闲服务,娱乐场所,KTV,桥头社区宝安大道汇德隆广场二楼,广东省,深圳市,宝安区,113.8025861,22.68641422
